4979519193090171,Sat Dec 16 10:22:33 +0800 2023,【#习言道#｜从螺蛳粉到甘蔗林，习近平格外关注这件事】12月14日，在广西来宾的甘蔗林里，习近平向蔗农送上祝福：祝愿乡亲们的生活像甘蔗一样甜蜜。结束对越南国事访问的第二天，回到国内的习近平来到广西考察，繁忙的日程中，他为何专门走进了甘蔗林？从习近平在广西考察期间的讲话不难看出，这件事是他关注的重点。 http://t.cn/A6lMfM8l,3,5,28
4979510774595927,Sat Dec 16 09:49:06 +0800 2023,#还记得你的四六级成绩吗# #四级答案# http://t.cn/A6lMcAKw ​​​,58,7,1481
4979501974684664,Sat Dec 16 09:14:08 +0800 2023,【#谷爱凌一周连夺2冠#】恭喜！自由式滑雪U型场地世界杯铜山站， 谷爱凌@青蛙公主爱凌 三轮均排名第一夺冠。上周六世界杯河北崇礼站她也获得了冠军，一周两冠不愧是你！#谷爱凌铜山站夺冠# ​​​,46,8,156
4979495839204701,Sat Dec 16 08:49:45 +0800 2023,【今天#四六级开考#】今天#四级#、#六级#考试，快来@ 你自己，祝你一次“稳”过。 ​​​,93,58,388
4979486442914389,Sat Dec 16 08:12:25 +0800 2023,【#三类人寒潮天要重点防护#】寒潮来了！天气真的太冷了……哪些人需要多加防护？寒潮天易引发什么疾病？（健康中国） ​​​,37,16,34
4979477165900577,Sat Dec 16 07:35:33 +0800 2023,【#王炸级寒潮来了#】今冬以来最强寒潮正在影响我国！目前，这股“王炸级”寒潮已经给我国多地带来大幅降温，12月16日至18日，寒潮还将一路南下，影响直抵海南，给我国约八成国土带来降温，全国20余个省份或将被冻哭。全国冻哭预警地图出炉，看哪里需要终极御寒装备护体。（中国天气） ​​​,81,41,150
4979468219973932,Sat Dec 16 07:00:00 +0800 2023,让刻苦成为习惯，用汗水浇灌未来。早安！[心] ​​​,124,48,177
4979347422708900,Fri Dec 15 23:00:00 +0800 2023,#你有四六级裸考的经历吗#？#夜猫子时间# #四级 裸考#  http://t.cn/A6lIYM51 ​​​,49,5,3040
4979337906881612,Fri Dec 15 22:22:11 +0800 2023,"【#我国成功发射遥感四十一号卫星#】北京时间2023年12月15日21时41分，我国在文昌航天发射场使用长征五号遥六运载火箭，成功将遥感四十一号卫星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功。该星是高轨光学遥感卫星，主要用于国土普查、农作物估产、环境治理、气象预警预报和综合防灾减灾等领域，可为国民经济建设提供信息服务。

此次任务是长征系列运载火箭的第502次飞行。（央视新闻）",28,7,68
4979336098353940,Fri Dec 15 22:15:00 +0800 2023,【#东西问#·改革开放 | 胡坚：浙江为何能在改革开放中“勇立潮头”？】2023年是中国改革开放45周年。从改革开放初期“摸着石头过河”、推动乡镇企业异军突起，到20世纪90年代推动民营企业蓬勃发展；从“八八战略”擘画全面深化改革蓝图，到“最多跑一次”改革声动中国；从占中国土地面积1.1%的“资源小省”，到GDP总量稳居全国第一梯队，以开放大省姿态深度融入全球经济……45年间，浙江成为中国城乡区域发展最均衡、民众最富裕、社会秩序最优的省份之一，交出了一张张亮眼的改革答卷。为什么浙江能在改革开放中“勇立潮头”？浙江的改革经验有何启示？下一步浙江将如何深化改革？中新社“东西问”日前就此专访浙江省人民政府参事、咨询委员会委员胡坚。（作者：赵晔娇 张煜欢）http://t.cn/A6lImztI,21,9,23
4979332755495725,Fri Dec 15 22:01:43 +0800 2023,【#东西问#·人物 | 陈为江：两岸出版风云见证者】1993年初春的一个清晨，一架飞机从香港出发，落地台湾桃园。时任中国图书进出口总公司总经理陈为江和同伴走下舷梯，应约而来的他第一次踏上宝岛。这个约定缘起于1988年。当年以台湾图书出版事业协会副秘书长陈恩泉为主要代表的台湾出版界人士绕道香港、日本来大陆参加书展，成为两岸出版业交流合作的起点。五年后，就在陈为江访台前后的一段时间内，大陆出版界人士陆续前往海峡对岸，为同道的双向互动再写新篇。从单向往来到双向交流，从融化坚冰到融合发展，两岸出版界自破冰至今已有35年，彼此经历了发展规模的消长变化，如今技术变革的机遇与挑战迎面而来，更盼携手向前。陈为江是见证者、参与者、推动者。（作者：朱贺 路梅 李雪峰） http://t.cn/A6lInP0f,22,5,8
4979329119820198,Fri Dec 15 21:47:16 +0800 2023,"【石泰峰受中共中央委托 向党外人士通报中央经济工作会议精神】12月15日，受中共中央委托，中共中央政治局委员、中央统战部部长石泰峰向党外人士通报中央经济工作会议精神。
石泰峰指出，这次中央经济工作会议是在全面建设社会主义现代化国家开局起步的关键时期召开的一次重要会议。
统一战线广大成员要以习近平新时代中国特色社会主义思想为指导，深入学习贯彻中央经济工作会议精神，希望各民主党派、工商联、无党派人士围绕落实中央经济工作会议明确的九个方面重点任务深入调研，推动完善落实“两个毫不动摇”的体制机制，引导民营经济人士增强对中国经济发展大势的信心，激发党外知识分子和新的社会阶层人士创新创造活力，为推动高质量发展作出积极贡献。（央视新闻） http://t.cn/A6lIn6EJ",5,8,39
4979319632037831,Fri Dec 15 21:09:34 +0800 2023,【玩嗨了 #大熊猫姐妹花雪中玩摔跤#[熊猫]】#西安下雪大熊猫姐妹花户外撒欢儿# 12月15日，西安迎来降雪天气。在西安秦岭野生动物园里，两只大熊猫来到户外，在雪地里玩起了摔跤。时而互相追逐，时而搂抱在一起，玩得不亦乐乎。@中新社陕西分社 http://t.cn/A6lINcNC ​​​,35,25,138
4979312298300634,Fri Dec 15 20:40:26 +0800 2023,【2024年起 #广州地铁禁止乘客手机外放声音#】新修订的《广州市城市轨道交通管理条例》于2024年1月1日起施行。《条例》中“禁止使用电子设备外放声音”一项备受关注。不少市民表示支持该规定，但担心后续监督和处罚措施跟不上，影响规定落地。也有人表示，建议高铁、医院、公交等公共场合也推行这项规定。对此，你怎么看？（羊城晚报） http://t.cn/A6lIQb2L,55,18,2220
4979308806800852,Fri Dec 15 20:26:32 +0800 2023,#天天阅读日# 今天推荐《一个女孩朝前走》给你 ,1,4,25
4979302924032187,Fri Dec 15 20:03:11 +0800 2023,"【习近平在广西考察时强调 解放思想创新求变向海图强开放发展 #奋力谱写中国式现代化广西篇章# 蔡奇陪同考察】新华社南宁12月15日电 中共中央总书记、国家主席、中央军委主席习近平近日在广西考察时强调，广西要完整、准确、全面贯彻新发展理念，牢牢把握高质量发展这个首要任务和构建新发展格局这个战略任务，发挥自身优势，以铸牢中华民族共同体意识为主线，解放思想、创新求变，向海图强、开放发展，努力在推动边疆民族地区高质量发展上展现更大作为，在建设新时代中国特色社会主义壮美广西上不断取得新进展，奋力谱写中国式现代化广西篇章。

　　12月13日，习近平结束对越南的国事访问回到国内。14日至15日，在广西壮族自治区党委书记刘宁和自治区政府主席蓝天立陪同下，先后到南宁、来宾等地，深入对外开放项目、社区、农村、企业等进行调研。

　　14日上午，习近平首先考察了位于南宁市的中国－东盟信息港股份有限公司。习近平详细了解中国－东盟信息港建设运营、中国－东盟经贸合作等情况，结合平陆运河沙盘听取西部陆海新通道骨干工程建设汇报。习近平指出，建设中国－东盟信息港，是推动共建“一带一路”、加强我国与东盟国家互联互通的一项重要举措。广西要主动作为、发挥支点作用，加强信息化建设和应用，为推进高水平对外开放、促进同东盟合作不断注入新动力。

　　南宁市良庆区蟠龙社区是一个多民族聚居社区。习近平来到社区党群服务中心，听取现场工作人员关于开展主题教育、促进便民惠企、举办民族特色活动等情况介绍，对他们坚持党建引领聚合力、服务为本促发展的做法表示肯定。在文体活动室，他饶有兴致地观看社区居民习练书法、合唱民歌，同大家亲切交流，鼓励社区充分利用人才、场地等资源，开展更多健康有益、启智润心的文化活动，以此激发更大的正能量。习近平指出，社区是基层自治的基本单元，是国家治理体系的基层基础。通过社区这个平台，办好“一老一小”等民生实事和公共事务，积极回应群众关切，是中国特色基层治理的显著优势，要把这一优势发挥好。建设多民族群众互嵌式社区，是促进各族群众交往交流交融的重要途径。广西建设铸牢中华民族共同体意识示范区，要从基层社区抓起，通过扎实的社区建设、有效的社区服务、丰富的社区活动，营造各族人民一家亲的浓厚氛围，把民族团结搞得更好。

　　离开社区时，各族群众热情欢送总书记。习近平亲切地对大家说，我昨天结束对越南的国事访问，直接来广西考察调研。构建具有战略意义的中越命运共同体，将更有利于广西的开放发展，壮美广西前景光明。广西作为我国少数民族人口最多的自治区，各族人民同顶一片天、同耕一垌田、同饮一江水、同建一家园。全面建设社会主义现代化国家，一个民族都不能少。希望社区各族群众多来往，大家互帮互助，交知心朋友，做和睦邻居，共同建设幸福家园。

　　14日下午，习近平到来宾市考察调研。在国家现代农业产业园黄安优质“双高”糖料蔗基地，习近平察看万亩甘蔗林和机械化作业收割场景，听取基地情况介绍。他走进甘蔗林，详细了解甘蔗良种繁育技术要领，同蔗农、农机手和农技人员亲切交流。习近平指出，广西是我国蔗糖主产区，要把这一特色优势产业做强做大，为保障国家糖业安全、促进蔗农增收致富发挥更大作用。要积极培育和推广良种、提高机械化作业水平，建设好现代农业产业园。要探索建立更加稳定的利益联结机制，让广大农民共享农村改革和发展成果。他祝愿乡亲们的生活像甘蔗一样甜蜜。

　　随后，习近平到来宾东糖凤凰有限公司考察。他进入生产车间察看制糖工艺和作业流程，在公司展厅了解糖业产品种类及市场份额和发展趋势。他强调，我国糖业面临激烈的国际竞争，要按照高端化、智能化、绿色化要求，加大科技创新力度，延伸产业链、提高附加值，不断提质、降本、增效，推动高质量发展。离开企业时，习近平热情地对前来欢送的员工们说，食糖是重要的副食品，大家为此辛勤劳动，为千家万户送去了“甜蜜”。希望大家不断学习新技术、采用新工艺，为糖业发展作出新贡献。

　　15日上午，习近平听取广西壮族自治区党委和政府工作汇报，对广西各项工作取得的成绩给予肯定。

　　习近平指出，推动广西高质量发展，必须做好强产业的文章，加快构建现代化产业体系。要立足资源禀赋和产业基础，聚焦优势产业，集中优势资源，打造若干体现广西特色和优势、具有较大规模和较强带动力的支柱产业。把科技创新摆到更加突出的位置，深化教育科技人才综合改革，加强科教创新和产业创新融合，加强关键核心技术攻关，加大技术改造和产品升级力度。充分利用沿海沿江的优势，大力发展海洋经济、临港产业。加快产业结构优化调整，推动产业体系绿色转型，发展壮大林业产业、文旅产业、养老产业、大健康产业，让生态优势不断转化为发展优势。

　　习近平强调，广西要持续扩大对内对外开放。要增强内外联动，构建更有活力的开放型经济体系。主动服务国家重大战略，对接沿海发达地区产业新布局，有序承接产业梯度转移，加快北部湾经济区和珠江－西江经济带开发开放，把广西打造成为粤港澳大湾区的重要战略腹地。要共建西部陆海新通道，实施一批重大交通基础设施项目，高标准、高质量建设平陆运河，高水平打造北部湾国际门户港，提高江铁海多式联运能力和自动化水平。积极服务建设中国－东盟命运共同体，深化拓展与东盟国家在商贸、劳务、产业、科技、教育等领域合作，打造国内国际双循环市场经营便利地，深度融入共建“一带一路”。

　　习近平指出，乡村振兴是建设农业强国的基础性工程，要落实规划、扎实推进。要全面落实粮食安全党政同责，坚持稳面积、增单产两手发力，实现粮食均衡增产。发挥广西林果蔬畜糖等特色资源丰富的优势，大力发展现代特色农业产业，让更多“桂字号”农业品牌叫响大江南北。既要鼓励工商资本下乡，又要把住底线，防止占用耕地搞非农化、非粮化经营。加快完善乡村治理体系，改善农村基础设施、公共服务、人居环境，提升村庄整体风貌和农民生活品质。巩固拓展脱贫攻坚成果，建立农村低收入人口常态化帮扶机制，防止出现规模性返贫。

　　习近平强调，广西要把铸牢中华民族共同体意识作为自治区各项工作的主线，作为推进民族团结进步创建工作的根本方向，巩固发展各族人民团结奋斗的良好局面。要把持续扎根铸牢共同体意识落实到经济、教育、就业、社区建设、文化建设和干部队伍建设等各项工作中，继续在民族团结进步上走在全国前列。要尽力而为、量力而行、久久为功，着力解决好就业、教育、医疗、住房、养老、托幼等民生问题，逐步缩小城乡差距、区域差距、民族差距，扎实推进共同富裕。持续推进新时代兴边富民行动。

　　习近平指出，坚持和加强党的全面领导，是做好各项工作的根本保证。要坚决贯彻落实党中央决策部署，加强领导班子建设，不断提高干部队伍素质和能力，激励党员干部廉洁从政、干净干事。第二批主题教育处于尾声，要善始善终，建立健全以学铸魂、以学增智、以学正风、以学促干的长效机制。

　　习近平强调，岁末年初，各级党委和政府要切实做好市场供应、民生保障，精细化抓好安全生产，注意解决农民工欠薪问题，确保人民群众节日欢乐祥和。近几天，我国华北、黄淮等地区普遍出现中到大雪，对人民群众生产生活秩序造成一定影响，各地、各有关部门要密切关注，采取有力措施，努力把灾害带来的影响降到最低。

　　中共中央政治局常委、中央办公厅主任蔡奇陪同考察。

　　王毅、李干杰、何立峰、王小洪及中央和国家机关有关部门负责同志陪同考察，主题教育中央第十一巡回指导组负责同志参加汇报会。

　　12月15日上午，习近平在南宁亲切接见驻南宁部队上校以上领导干部，代表党中央和中央军委向驻南宁部队全体官兵致以诚挚问候，并同大家合影留念。张又侠陪同接见。",2,7,36
4979299491252025,Fri Dec 15 19:49:32 +0800 2023,【#延时摄影记录旱金莲开花瞬间#】近日，云南摄影爱好者用延时摄影的方式，拍摄到旱金莲的开花过程。镜头中，颜色艳丽的花瓣缓缓绽开，花姿灼灼，妩媚动人。http://t.cn/A6lIAXFi @CCTV纪录 ​​​,28,18,45
4979290357893431,Fri Dec 15 19:13:15 +0800 2023,【习近平对低温雨雪冰冻灾害防范应对工作作出重要指示】中共中央总书记、国家主席、中央军委主席习近平对低温雨雪冰冻灾害防范应对工作作出重要指示，要求压实责任，细化防范措施，全力做好突发险情应对处置，确保人民群众安全温暖过冬。 ​​​（央视新闻） ​​​,5,7,34
4979287524639578,Fri Dec 15 19:01:59 +0800 2023,【#2岁萌娃走丢小孩哥用电话手表报警#】近日，浙江金华。2岁萌娃追着3个小哥哥跑，把自己“跑丢了”。3位男孩发现后，立刻用电话手表报了警，“别怕，我们陪着你！”民警到达现场后，三个人条理清晰地和民警讲述了当时的情况。此时，一旁的热心阿姨一眼就认出了小朋友，3名“大哥哥”带着萌娃找到了妈妈。为三位“小孩哥”陈王俊羽、徐梓源、徐梓涵点赞！（美丽浙江）http://t.cn/A6lfgAVj,29,8,51
4979280003992155,Fri Dec 15 18:32:06 +0800 2023,"【#开展六个月校园食品安全排查整治#】国务院食安办今天（15日）组织召开校园食品安全排查整治专项行动动员部署会，梳理分析当前校园食品安全问题和原因，部署在全国范围内开展为期六个月的校园食品安全排查整治专项行动。
会议指出，党中央、国务院高度重视校园食品安全，各地区、各有关部门要坚持食品安全“四个最严”要求，清醒认识校园存在的食品安全突出问题，采取有力措施，切实保障在校师生饮食安全。依法查处一批重点案件、曝光一批典型案例、清退一批不合格的承包经营企业，解决一批突出问题、制定一批标准、选树一批经验做法，形成一批制度建设成果，力争取得可感知、可检验、可评判的工作成效。（央视新闻客户端）",26,6,26
4979271912656750,Fri Dec 15 17:59:57 +0800 2023,"【甘肃#白银越野赛事故案多人获刑#】今天，甘肃省白银市白银区人民法院对2021年（第四届）黄河石林山地马拉松百公里越野赛公共安全责任事件案一审公开宣判，依法对负责运营赛事的甘肃晟景体育文化发展有限公司工作人员张小燕、吴世渊、张正吉、郑世荣及上海市赛客信息科技有限公司员工王耀祥5名被告人以大型群众性活动重大安全事故罪分别判处五年六个月至三年不等有期徒刑。兰州市城关区人民法院同步对该事件涉及的职务犯罪案件一审公开宣判，依法对负有赛事监督管理职责的景泰黄河石林大景区管理委员会原主任丁柯涯以玩忽职守罪、受贿罪判处有期徒刑四年十个月，并处罚金；对景泰黄河石林大景区管理委员会原副主任罗文涛以玩忽职守罪判处有期徒刑三年六个月。
2021年5月22日，2021年（第四届）黄河石林山地马拉松百公里越野在甘肃白银市景泰县黄河石林大景区举行，比赛期间遭遇突发降温、降水、大风的高影响天气发生公共安全责任事件，造成21名参赛选手死亡，8人受伤。@央视新闻",17,12,26
4979265021937559,Fri Dec 15 17:32:34 +0800 2023,【#泰山冰淞雪淞雾凇同时出现#[憧憬]】近日，泰山之巅先后经历了雨、雪和大雾三种天气。松柏、花楸等树木上的雨水凝结成冰，出现了晶莹剔透的冰淞。随着雪花飘落，玉絮满枝的雪淞随之显现。在寒冷的气温中，空气中的水汽迅速凝结，似银菊满枝的雾凇黏附在了树枝上。令人称奇的是，冰淞、雪淞、雾凇同时出现，有的甚至出现在同一棵树上，实属罕见。（孙文然 刘心曲 吴琼  杨艳辉）http://t.cn/A6lIoJW3 @中新视频,23,18,63
4979256773837874,Fri Dec 15 16:59:48 +0800 2023,【#大熊猫丁丁幼崽卖萌瞬间#：妈妈你爱我吗】#动物园园长发布丁丁幼崽卖萌照片#12月15日，莫斯科动物园园长阿库洛娃在其社交媒体频道上发布了一张大熊猫“丁丁”宝宝的图片并配文说：“妈妈~你爱我吗？”此前阿库洛娃写道，大熊猫“丁丁”的宝宝正在迅速成长。最近，她已经学会了自信地用四肢站立。 http://t.cn/A6lI63jA @今日俄罗斯RT,43,25,302
4979249236937073,Fri Dec 15 16:29:51 +0800 2023,【报告：#超九成主播月均收入低于5千元#】#主播群体呈高学历化趋势#越来越多的消费者选择看直播购物，随之而来的是大量人员涌入直播行业，直播主播成了一个热门职业。中国演出行业协会发布的《网络表演（直播与短视频）行业发展报告（2022-2023）》显示，2022年以来，主播群体呈现高学历化、年轻化、职业化的趋势，而在收入方面，超九成主播平均月收入低于5000元。传统直播带货的模式也遇到了新挑战。http://t.cn/A6lIX3BL @央视财经,34,7,31
4979243861937342,Fri Dec 15 16:08:29 +0800 2023,【#工信部通报24款APPSDK侵害用户权益#】#一批APP侵害用户权益被通报#据工信部网站15日消息，近期，工信部组织第三方检测机构对群众关注的实用工具、本地生活、网络游戏等移动互联网应用程序(APP)及第三方软件开发工具包(SDK)进行检查。发现24款APP、SDK存在侵害用户权益行为，并予以通报。上述APP及SDK应按有关规定进行整改，整改落实不到位的，工信部将依法依规组织开展相关处置工作。,22,8,22
4979240674527353,Fri Dec 15 15:55:49 +0800 2023,【#民警帮找回孩子救命钱她激动颤抖#】12月12日，浙江杭州。陈女士在坐地铁时丢了“孩子的救命钱”，民警查找到拿错包的乘客并联系上了对方。原来，乘客徐先生的挎包和陈女士的看着很像，他把陈女士的包当成了自己的拿下了地铁，得知拿错后，赶火车的他回来物归原主。民警带着这名女子前去取回自己的包。从电梯里出来看到自己的包后，这位妈妈激动地扑了过去，颤抖着打开包了一层又一层的小包，如释重负，后怕地拍着胸，得知事情原委后，弯腰向徐先生和他家人表达感谢。http://t.cn/A6lIVJa2 @美丽浙江,28,15,52
4979233376439277,Fri Dec 15 15:26:49 +0800 2023,【#网民造谣首富婚礼警车开道被罚款#】#中新真探#12月11日，网民冯某某发布视频，一婚礼车队从邯郸市内一道路驶过，一警车闪烁警灯停靠在道路右侧，配文称“首富婚礼，警车开道是一种什么体验”。经核实，警车闪烁警灯停靠路边为正常勤务活动，与婚车通过毫不相干。冯某某交代，其是婚车车队工作人员，在路边拍摄车队通过时，恰好视频内出现了一辆公安执勤车辆。为平台账号增加粉丝，博取流量，引起关注，编造了谣言。冯某某最终被罚款200元。http://t.cn/A6lIttTT @看看新闻KNEWS,23,5,24
4979225389959910,Fri Dec 15 14:55:05 +0800 2023,【拿来吧你！#弟弟被花花夺笋了#】瞄准目标，迅速出击，一起看#花花为数不多的夺笋时刻#~（双流发布） http://t.cn/A6lVIS04 ​​​,44,14,284
4979221101548551,Fri Dec 15 14:38:03 +0800 2023,#一嗨租车与上汽大众合作升级# 双方达成战略合作伙伴关系，将在车辆采购、汽车金融、品牌营销、会员联动、汽车后市场、二手车销售等领域展开合作。一嗨租车创始人、董事长、CEO章瑞平表示，上汽大众的产品是口碑与销量的保证，深受一嗨用户喜爱，十分期待升级彼此之间的关系，并最终让广大用户受益。（推广）,22,0,15
4979219136774809,Fri Dec 15 14:30:14 +0800 2023,#小新在直播#【行走的思政课 | 渡江战役纪念馆：回顾百万雄师过大江的豪迈】“钟山风雨起苍黄，百万雄师过大江。”辽沈、淮海、平津三大战役胜利结束后，1949年4月20日晚，党中央以百万大军发起渡江战役，一举突破国民党军苦心经营的长江防线，加速了全国解放步伐。跟随合肥市人大代表、渡江战役纪念馆特级讲解员石慧上一堂思政课，回顾百万雄师横渡长江的豪迈。  http://t.cn/A6lIctbr,24,8,29
4979216301687458,Fri Dec 15 14:18:58 +0800 2023,工行手机银行适老化改造既有“速度”又有“温度”，陪伴长辈与幸福同行！,2,4,15
4979208939635168,Fri Dec 15 13:49:43 +0800 2023,#新时代 我在中国#【梯瓦大中华区总经理：中国一直坚定开放的原则和目标】生于新加坡，在中国已有11年时间的梯瓦大中华区总经理Theodor Wee(黄迪仁)是中国坚持对外开放的亲历者与见证者。身处中国的医药行业，Theodor Wee坦言自己是幸运的，这些年在中国，不管是新药注册的速度，还是药品被纳入医保的速度，变化都很大。“以前可能要等10年，才能引进一个产品。现在只要产品真能解决老百姓的问题，国家(中国)是非常鼓励以及欢迎的。”Theodor Wee说，中国一直都在坚定开放的原则和目标，希望可以有更多外企到中国投资，也希望他们参与健康中国2030目标。 http://t.cn/A6lIwgQ9,3,11,18
4979202396521067,Fri Dec 15 13:23:43 +0800 2023,【#中俄第7次联合空中战略巡航现场画面#】12月15日，中国空军公布中俄两军联合空中战略巡航现场画面。12月14日，双方在日本海、东海相关空域组织实施第7次联合空中战略巡航。 http://t.cn/A6lIZi1u ​​​,8,8,43
4979196516631153,Fri Dec 15 13:00:21 +0800 2023,#明天开考四六级#【#你的四六级考了几次#[并不简单]】16日，四六级考试开考，祝大家取得好成绩！ http://t.cn/A6lI7sHW ​​​,53,8,1743
4979189134396989,Fri Dec 15 12:31:01 +0800 2023,【#北京地铁昌平线事故102人骨折#】#北京地铁昌平线事故原因查明# ​​12月14日18时57分，地铁昌平线西二旗至生命科学园上行区间，两辆列车发生追尾事故，造成部分乘客受伤。事故发生后，市委市政府主要领导立即赶赴现场，指挥调度，成立现场事故处置领导小组，交通、消防、卫健、公安、应急等部门和属地政府迅速响应，全力以赴抢险救援，转运伤员，转移乘客。14日23时许，人员转运完毕，现场处置工作基本结束，共有515人送医院检查，其中骨折102人，无人员死亡。截至今晨6时，423人已离院，25人留观，67人住院治疗。据初步调查，事故原因为雪天轨滑导致前车信号降级，紧急制动停车，后车因所在区段位于下坡地段，雪天导致列车滑行，未能有效制动，造成与前车追尾。目前，市政府已成立地铁昌平线事故调查组，将进一步查清事故原因，评估应急处置工作，深刻吸取事故教训，严肃追究责任，切实抓好整改。#北京地铁事故致102人骨折#（北京交通）,160,157,1222
4979183541552799,Fri Dec 15 12:08:48 +0800 2023,【#大学生雪天花式整活大赏#[哈哈]】#大学生玩雪一摔一个不吱声#“青春没有售价，书桌干到散架！”一起看大学生们的冬日限定快乐~@中新视频 http://t.cn/A6lfjb0X ​​​,42,20,79
4979176868414202,Fri Dec 15 11:42:17 +0800 2023,【#乘地铁为什么不建议站车厢连接处#】#地铁车厢连接处勿停留勿倚靠# 搭乘地铁，一些乘客喜欢移步至两节车厢连接处，但这样并不安全。车厢连接处有一个“高大上”的学名——贯通道。列车行驶过程中，车厢之间的运动是相对的，这就导致连接处晃动较大，乘客很容易站不稳或摔倒。连接处一般都没有供乘客抓握的拉环，只有扶手，那么在离心力的作用下，站在这里的乘客在列车进入弯道或发生紧急刹车时很难掌握重心。另外，车厢连接处都有折叠风挡，起到转弯、缓冲的作用。列车转弯或上下坡时，挡板会发生挤压变形。原本拉伸的地方随时可能压缩，如果孩子在风挡上玩耍或者乘客的手不小心放在上面，都容易被夹伤。（央视网） http://t.cn/A6lfFPNy,243,129,1108
